460	117	1	1649039856
36	103	1	1649039856
435	116	4	1649039856
591	58	1	1649039856
342	141	3	1649039856
325	106	4	1649039856
479	16	3	1649039856
350	50	4	1649039856
179	4	2	1649039856
132	91	4	1649039856
377	136	1	1649039856
306	36	3	1649039856
335	114	4	1649039856
258	98	3	1649039856
501	26	4	1649039856
549	147	1	1649039856
549	101	3	1649039856
184	76	2	1649039856
185	79	3	1649039856
349	97	2	1649039856
209	25	1	1649039856
219	77	1	1649039856
575	137	4	1649039856
393	158	2	1649039856
582	74	2	1649039856
199	59	4	1649039856
339	119	4	1649039856
284	94	3	1649039856
104	124	2	1649039856
563	9	2	1649039856
559	97	4	1649039856
311	40	4	1649039856
393	130	1	1649039856
610	31	3	1649039856
419	141	3	1649039856
394	63	4	1649039856
386	138	3	1649039856
149	147	4	1649039856
316	106	3	1649039856
4	111	4	1649039856
617	121	3	1649039856
91	128	4	1649039856
439	7	2	1649039856
72	138	4	1649039856
624	89	2	1649039856
3	89	4	1649039856
110	135	4	1649039856
326	116	4	1649039856
337	47	2	1649039856
557	70	4	1649039856
151	4	3	1649039856
485	2	3	1649039856
409	27	4	1649039856
507	33	4	1649039856
102	24	3	1649039856
328	64	2	1649039856
316	30	2	1649039856
374	71	1	1649039856
155	13	4	1649039856
36	7	3	1649039856
173	79	3	1649039856
513	69	1	1649039856
444	78	3	1649039856
496	30	3	1649039856
479	75	2	1649039856
203	58	1	1649039856
230	85	4	1649039856
380	80	2	1649039856
373	55	2	1649039856
75	136	3	1649039856
561	66	4	1649039856
438	64	4	1649039856
258	148	1	1649039856
455	119	1	1649039856
345	139	4	1649039856
208	84	4	1649039856
324	139	1	1649039856
361	30	3	1649039856
379	87	1	1649039856
597	60	1	1649039856
595	152	3	1649039856
444	63	3	1649039856
151	94	3	1649039856
387	59	2	1649039856
258	67	4	1649039856
366	155	4	1649039856
540	50	2	1649039856
436	97	4	1649039856
153	89	1	1649039856
27	114	3	1649039856
345	130	2	1649039856
299	4	2	1649039856
427	23	2	1649039856
575	66	2	1649039856
289	63	3	1649039856
90	145	4	1649039856
575	121	1	1649039856
352	132	1	1649039856
490	9	2	1649039856
126	120	2	1649039856
213	31	2	1649039856
574	70	1	1649039856
428	45	2	1649039856
442	43	1	1649039856
14	66	2	1649039856
244	20	2	1649039856
435	40	3	1649039856
484	63	2	1649039856
29	55	1	1649039856
248	81	3	1649039856
400	49	4	1649039856
220	37	2	1649039856
583	103	2	1649039856
25	137	1	1649039856
238	5	2	1649039856
105	110	4	1649039856
234	142	3	1649039856
291	68	1	1649039856
548	112	1	1649039856
546	152	4	1649039856
54	90	4	1649039856
519	36	4	1649039856
216	26	1	1649039856
69	95	2	1649039856
140	47	3	1649039856
327	18	4	1649039856
93	93	3	1649039856
486	153	2	1649039856
414	132	1	1649039856
180	114	2	1649039856
438	65	2	1649039856
545	14	3	1649039856
205	116	2	1649039856
96	154	2	1649039856
65	105	1	1649039856
554	22	2	1649039856
96	156	3	1649039856
629	89	4	1649039856
487	148	3	1649039856
115	156	1	1649039856
147	150	1	1649039856
59	63	4	1649039856
146	20	1	1649039856
162	2	3	1649039856
137	150	2	1649039856
138	92	4	1649039856
594	96	1	1649039856
392	66	2	1649039856
104	80	4	1649039856
576	52	4	1649039856
462	52	1	1649039856
292	139	2	1649039856
217	75	3	1649039856
333	68	3	1649039856
580	122	4	1649039856
525	8	4	1649039856
497	143	3	1649039856
73	136	3	1649039856
427	20	2	1649039856
284	22	1	1649039856
249	13	4	1649039856
261	37	4	1649039856
243	124	3	1649039856
23	1	3	1649039856
328	62	4	1649039856
266	17	3	1649039856
301	3	2	1649039856
531	56	3	1649039856
462	42	1	1649039856
457	152	2	1649039856
318	33	3	1649039856
442	79	3	1649039856
409	145	3	1649039856
624	142	4	1649039856
408	25	2	1649039856
236	35	3	1649039856
355	17	2	1649039856
357	33	4	1649039856
100	113	1	1649039856
618	129	3	1649039856
232	75	3	1649039856
303	147	1	1649039856
